fileName,modelIsValidBPMN,modelTNT,modelTNCS,modelTNA,modelTNDO,modelTNG,modelTNEE,modelTNIE,modelTNSE,modelTNE,modelTNSF,modelNP,modelNL,modelCLA,modelCLP,modelPDOPin,modelPDOPout,modelPDOTOut,modelPLT,tapeGU,tapeALU,tapeRLU,tapeLUB,tapeAvgLUB,tapeDI,tapeDD,tapeAvgDI,tapeAvgDD,tapeMI,tapeMD,tapeAvgMI,tapeAvgMD,tapeExecutionTimeMs
00132.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,20.198530999998184
00133.bpmn,false,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,1.1161920000013197
00134.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,35.49905399999989
00135.bpmn,false,5,0,0,2,1,1,0,0,1,9,0,0,0,0,0,1,0.4,0,0,0,,,0,,,0,0,,,0,0,9.117316999996547
00136.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,27.911024000000907
00137.bpmn,false,10,0,0,12,4,0,0,0,7,17,2,0,0,0.5,0.5,0.5,0.6,0,139,69.5,"0.49640287769784175,0.5035971223021583","-0.003597122302158251,0.003597122302158251",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,26.492442999999184
00138.bpmn,false,4,0,0,0,1,0,0,0,3,6,2,0,0,1,0,0,0,0,48,24,"0.375,0.625","-0.125,0.125",0,"0,0","0,0",0,0,"1,1","1,1",1,1,10.476905999999872
00139.bpmn,false,3,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.077510999999504
00140.bpmn,false,8,0,0,3,2,0,0,0,2,10,2,0,0,1,1,0,0,0,78,39,"0.5897435897435898,0.41025641025641024","0.08974358974358976,-0.08974358974358976",0,"0,0","0,0",0,0,"0,1","1,0",0.5,0.5,12.27280299999984
00141.bpmn,false,10,0,0,3,4,0,0,0,4,16,2,0,0,1,1,0,0,0,116,58,"0.39655172413793105,0.603448275862069","-0.10344827586206895,0.10344827586206895",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,15.28357700000197
00142.bpmn,false,14,0,0,11,6,0,0,0,6,23,2,0,0,1.5,0.6363636363636364,0.36363636363636365,0.2857142857142857,0,0,0,,,0,,,0,0,,,0,0,25.824432000001252
00143.bpmn,false,4,0,0,0,0,0,0,0,3,5,2,0,0,1,0,0,0,0,43,21.5,"0.5813953488372093,0.4186046511627907","0.08139534883720934,-0.08139534883720928",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,6.211217000000033
00144.bpmn,false,17,0,0,13,7,0,0,0,7,29,2,0,0,1,0.6153846153846154,0.38461538461538464,0.29411764705882354,0,218,109,"0.555045871559633,0.44495412844036697","0.05504587155963303,-0.05504587155963303",0,"0,0","0,0",0,0,"1,1","1,1",1,1,32.405014000003575
00145.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.96078800000396
00146.bpmn,false,6,0,0,1,2,0,1,1,1,10,2,0,0,2.5,0,1,0.16666666666666666,0,0,0,,,0,,,0,0,,,0,0,11.732282999997551
00147.bpmn,false,15,0,0,0,5,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,20.220769999999902
00148.bpmn,false,15,0,0,0,5,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.839007000002312
00149.bpmn,false,15,0,0,0,5,1,0,0,1,26,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.721863999999186
00150.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,30.926593000003777
00151.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.40526200000022
00152.bpmn,false,16,0,0,0,5,3,1,1,3,27,4,6,0,0.75,0,0,0,0,221,55.25,"0.5248868778280543,0.2398190045248869,0.13122171945701358,0.10407239819004525","0.2748868778280543,-0.010180995475113114,-0.11877828054298642,-0.14592760180995473",2.0816681711721685e-17,"0,0,0,0","0,0,0,0",0,0,"2,1,0,0","1,1,1,0",0.75,0.75,29.54633399999875
00153.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,26.496054999995977
00154.bpmn,false,15,0,0,0,2,1,3,3,1,20,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,19.00716100000136
00155.bpmn,false,17,1,1,0,2,1,0,0,1,24,1,4,0.041666666666666664,0,0,0,0,4,0,0,,,0,,,0,0,,,0,0,26.227844000000914
00156.bpmn,false,9,0,0,0,1,1,1,1,1,12,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.120341000001645
00157.bpmn,true,8,0,0,0,1,1,0,0,1,11,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.363518999998632
00158.bpmn,true,6,0,0,0,1,1,0,0,1,9,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.850013000002946
00159.bpmn,true,8,0,0,0,2,1,0,0,1,13,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.099345999995421
00160.bpmn,false,10,8,8,1,5,3,2,2,1,31,1,4,0.25806451612903225,0,1,0,0,0.5,0,0,,,0,,,0,0,,,0,0,43.58816099999967
00161.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,44.84250600000087
00162.bpmn,false,30,0,0,0,9,5,0,0,1,53,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,58.86840099999972
00163.bpmn,false,7,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.362284000002546
00164.bpmn,false,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,1.1295890000037616
00165.bpmn,false,6,0,0,8,0,1,0,0,1,7,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.26173099999869
00166.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,15.460520000000542
00167.bpmn,false,7,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.056694999999308
00168.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.136177000000316
00169.bpmn,false,10,0,0,0,7,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.754396000003908
00170.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,12.90597799999523
00171.bpmn,false,10,0,0,0,7,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.964497000000847
00172.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.14007500000298
00173.bpmn,false,0,0,12,0,4,1,0,0,1,21,0,0,0.5714285714285714,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.030391000000236
00174.bpmn,false,3,0,0,0,2,1,2,2,1,9,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.375880999999936
00175.bpmn,false,2,1,1,0,2,3,2,2,2,11,1,0,0.09090909090909091,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,10.971343000004708
00176.bpmn,true,14,0,0,0,7,1,0,0,1,29,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,20.28888200000074
00177.bpmn,false,13,0,0,10,6,1,0,0,2,22,3,2,0,0.6666666666666666,0.6,0.3,0.23076923076923078,0,0,0,,,0,,,0,0,,,0,0,31.07680000000255
00178.bpmn,false,22,0,0,0,2,0,0,0,3,27,3,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,18.832267999998294
00179.bpmn,false,22,0,0,0,2,0,0,0,3,27,3,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,22.454416000000492
00180.bpmn,false,14,0,0,0,4,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,25.84960300000239
00181.bpmn,false,6,0,0,0,2,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.709457000004477
00182.bpmn,false,27,0,0,4,12,6,0,0,1,50,1,3,0,3,0,1,0.14814814814814814,0,0,0,,,0,,,0,0,,,0,0,41.62405999999464
00183.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.555731000000378
00184.bpmn,false,8,0,0,0,3,2,0,0,0,12,0,1,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,10.045021999998426
00185.bpmn,false,8,2,2,0,10,6,8,8,1,31,1,5,0.06451612903225806,0,0,0,0,2.5,0,0,,,0,,,0,0,,,0,0,32.42864700000064
00186.bpmn,false,7,0,0,4,1,1,2,2,1,10,2,0,0,1,0.25,0.75,0.42857142857142855,0,0,0,,,0,,,0,0,,,0,0,16.381318000007013
00187.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,35.06766800000332
00188.bpmn,false,12,0,0,3,0,1,0,0,1,13,0,0,0,0,0,1,0.25,0,0,0,,,0,,,0,0,,,0,0,11.951910999996471
00189.bpmn,false,9,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.235253999999259
00190.bpmn,false,10,0,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.043256000004476
00191.bpmn,false,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,1.7659790000034263
00192.bpmn,false,13,0,0,0,11,4,0,0,1,34,2,4,0,2.5,0,0,0,0,236,118,"0.9491525423728814,0.05084745762711865","0.4491525423728814,-0.4491525423728814",0,"0,0","0,0",0,0,"1,1","1,1",1,1,26.10983000000124
00193.bpmn,false,3,1,1,0,2,1,0,0,1,8,0,0,0.125,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.755843999999342
00194.bpmn,false,3,0,0,4,0,4,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,11.368047000003571
00195.bpmn,false,3,0,0,4,0,5,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.949516000000585
00196.bpmn,false,3,0,0,4,0,4,4,4,1,12,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,11.210401999996975
00197.bpmn,false,4,0,0,0,0,3,6,6,1,13,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.065215000002354
00198.bpmn,false,18,0,0,0,9,4,0,0,4,38,0,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,31.733468999998877
00199.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.124895999993896
00200.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.688671999996586
00201.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.320104999998875
00202.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,19.581374000001233
00203.bpmn,false,2,0,1,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,2.5634310000023106
00204.bpmn,false,4,0,0,3,1,2,1,1,1,7,2,2,0,0,0,0.6666666666666666,0.5,0,0,0,,,0,,,0,0,,,0,0,14.061720999998215
00205.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.070630999995046
00206.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.809024000001955
00207.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,23.14722299999994
00208.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.737973000002967
00209.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.808647999998357
00210.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.27450599999429
00211.bpmn,false,3,1,1,0,2,1,0,0,1,8,0,0,0.125,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.430296999998973
00212.bpmn,false,12,1,1,0,3,2,1,1,1,21,1,4,0.047619047619047616,0,0,0,0,4,0,0,,,0,,,0,0,,,0,0,19.34283200000209
00213.bpmn,false,6,0,0,8,0,1,0,0,1,7,0,0,0,0,0,1,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,12.667781000003743
00214.bpmn,false,20,0,0,0,8,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,21.273393000003125
00215.bpmn,false,2,0,1,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,2.9904090000054566
00216.bpmn,false,4,0,0,3,1,2,1,1,1,7,2,2,0,0,0,0.6666666666666666,0.5,0,0,0,,,0,,,0,0,,,0,0,9.68289999999979
00217.bpmn,false,17,0,0,4,1,2,1,1,2,21,2,3,0,2.5,0.25,0.75,0.17647058823529413,0,159,79.5,"0.710691823899371,0.2893081761006289","0.21069182389937102,-0.21069182389937108",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,33.80089299999963
00218.bpmn,false,2,0,1,0,0,0,0,0,1,2,0,0,0.5,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.807534999999916
00219.bpmn,false,4,0,0,3,1,2,1,1,1,7,2,2,0,0,0,0.6666666666666666,0.5,0,0,0,,,0,,,0,0,,,0,0,9.947038999998767
00220.bpmn,false,8,0,0,0,1,2,0,0,1,7,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.487042000000656
00221.bpmn,false,16,0,0,0,0,0,0,0,0,15,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.761257999998634
00222.bpmn,false,3,1,4,10,1,0,0,0,0,5,0,0,0.8,0,0.6,0.4,1.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,12.504609000003256
00223.bpmn,false,5,0,0,0,1,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.101070999997319
00224.bpmn,false,9,1,1,0,0,1,0,0,1,8,4,2,0.125,1,0,0,0,2,0,0,,,0,,,0,0,,,0,0,14.212519000000611
00225.bpmn,false,12,2,2,0,0,0,0,0,0,11,0,0,0.18181818181818182,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.142744999997376
00226.bpmn,false,23,0,0,4,4,0,0,0,1,31,2,0,0,0,0,1,0.17391304347826086,0,0,0,,,0,,,0,0,,,0,0,28.293862999998964
00227.bpmn,true,4,0,3,2,2,1,0,0,1,12,0,0,0.25,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,16.177248999993026
00228.bpmn,false,7,0,1,2,2,2,2,2,1,15,2,0,0.06666666666666667,1,0,1,0.2857142857142857,0,108,54,"0.5277777777777778,0.4722222222222222","0.02777777777777779,-0.02777777777777779",0,"0,0","0,0",0,0,"1,1","1,1",1,1,16.802292000000307
00229.bpmn,false,20,0,0,2,6,4,0,0,2,33,2,4,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,25.03890899999533
00230.bpmn,false,17,0,0,0,4,1,1,1,4,26,2,0,0,2,0,0,0,0,182,91,"0.42857142857142855,0.5714285714285714","-0.07142857142857145,0.0714285714285714",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,34.15892300000269
00231.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.474986000001081
00232.bpmn,false,6,0,0,5,0,1,1,1,1,7,0,0,0,0,0.2,0.8,0.6666666666666666,0,0,0,,,0,,,0,0,,,0,0,10.441620999998122
00233.bpmn,false,3,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.383110000002489
00234.bpmn,false,3,1,1,0,3,4,3,3,1,14,2,1,0.07142857142857142,7.5,0,0,0,1,0,0,,,0,,,0,0,,,0,0,18.454811000003247
00235.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.051399999996647
00236.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.783969000003708
00237.bpmn,false,3,1,1,0,3,4,3,3,1,14,2,1,0.07142857142857142,7.5,0,0,0,1,0,0,,,0,,,0,0,,,0,0,16.780217999999877
00238.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,21.065935999999056
00239.bpmn,false,2,0,0,0,1,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.026166000003286
00240.bpmn,false,7,0,0,1,3,1,0,0,1,14,0,0,0,0,0,1,0.14285714285714285,0,0,0,,,0,,,0,0,,,0,0,10.849067999995896
00241.bpmn,true,5,0,0,1,5,1,0,0,1,16,0,0,0,0,0,1,0.2,0,0,0,,,0,,,0,0,,,0,0,12.097184999998717
00242.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.753105000003416
00243.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,25.897264999999607
00244.bpmn,false,10,0,0,5,2,1,0,0,2,16,1,3,0,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,15.779991000003065
00245.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,24.78343699999823
00246.bpmn,false,9,0,0,0,0,1,0,0,1,27,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.475423000003502
00247.bpmn,false,8,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.477026000000478
00248.bpmn,false,11,0,0,0,3,3,0,0,2,18,2,1,0,3,0,0,0,0,144,72,"0.8888888888888888,0.1111111111111111","0.38888888888888884,-0.3888888888888889",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,17.665107000000717
00249.bpmn,false,10,0,0,0,0,1,1,1,1,13,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.230151000003389
00250.bpmn,false,6,0,0,0,8,2,0,0,1,17,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.981937000004109
00251.bpmn,false,2,0,8,1,0,0,0,0,0,9,0,0,0.8888888888888888,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,7.715563999998267
00252.bpmn,false,2,1,1,1,2,2,0,0,1,6,0,0,0.16666666666666666,0,0,1,0.5,0,0,0,,,0,,,0,0,,,0,0,6.499576999995043
00253.bpmn,false,1,0,1,0,2,2,0,0,1,5,0,0,0.2,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.00228000000061
00254.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,35.77390600000217
00255.bpmn,false,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.291248999994423
00256.bpmn,false,11,0,3,5,0,4,0,0,4,16,0,0,0.1875,0,0.6,0.4,0.18181818181818182,0,0,0,,,0,,,0,0,,,0,0,15.397648999998637
00257.bpmn,false,17,0,0,0,0,2,0,0,2,20,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,21.292397999997775
00258.bpmn,false,19,0,0,3,9,4,0,0,3,38,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,278,92.66666666666667,"0.7050359712230215,0.22302158273381295,0.07194244604316546","0.3717026378896882,-0.11031175059952036,-0.26139088729016785",0,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,32.289761
00259.bpmn,false,17,0,0,0,0,2,0,0,2,20,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.927930999998352
00260.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.680152000000817
00261.bpmn,false,0,0,8,0,1,1,0,0,1,11,2,1,0.7272727272727273,0.5,0,0,0,0.125,45,22.5,"0.37777777777777777,0.6222222222222222","-0.12222222222222223,0.12222222222222223",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,8.978683999994246
00262.bpmn,false,0,0,4,0,0,1,0,0,1,5,0,0,0.8,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,4.2347660000014
00263.bpmn,false,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,,,0,,,0,0,,,0,0,2.241559000001871
00264.bpmn,false,3,0,14,0,2,1,0,0,3,26,1,3,0.5384615384615384,0,0,0,0,0.21428571428571427,0,0,,,0,,,0,0,,,0,0,18.33112099999562
00265.bpmn,false,17,0,0,0,4,1,1,1,4,26,2,0,0,2,0,0,0,0,182,91,"0.42857142857142855,0.5714285714285714","-0.07142857142857145,0.0714285714285714",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,24.60623100000521
00266.bpmn,false,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,3.208113000000594
00267.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.718714999995427
00268.bpmn,false,33,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,27.219396000000415
00269.bpmn,false,8,0,1,0,5,1,0,0,1,14,0,3,0.07142857142857142,0,0,0,0,3,0,0,,,0,,,0,0,,,0,0,10.714039000005869
00270.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.703811999999743
00271.bpmn,false,19,0,0,0,0,0,0,0,1,18,1,5,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.790854999999283
00272.bpmn,false,20,0,0,2,6,4,0,0,2,33,2,4,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,27.91432899999927
