fileName,modelIsValidBPMN,modelTNT,modelTNCS,modelTNA,modelTNDO,modelTNG,modelTNEE,modelTNIE,modelTNSE,modelTNE,modelTNSF,modelNP,modelNL,modelCLA,modelCLP,modelPDOPin,modelPDOPout,modelPDOTOut,modelPLT,tapeGU,tapeALU,tapeRLU,tapeLUB,tapeAvgLUB,tapeDI,tapeDD,tapeAvgDI,tapeAvgDD,tapeMI,tapeMD,tapeAvgMI,tapeAvgMD,tapeExecutionTimeMs
00833.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.777911999990465
00834.bpmn,false,13,0,0,3,7,4,0,0,3,28,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,212,70.66666666666667,"0.6132075471698113,0.29245283018867924,0.09433962264150944","0.279874213836478,-0.04088050314465408,-0.23899371069182387",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,21.749605000019073
00835.bpmn,false,2,0,0,0,1,1,1,1,2,6,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.975169000012102
00836.bpmn,false,8,0,0,0,1,3,1,1,2,14,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.885341000015615
00837.bpmn,false,2,0,0,0,1,1,1,1,2,6,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.064228000002913
00838.bpmn,false,16,0,0,0,6,3,0,0,1,26,1,3,0,6,0,0,0,0,182,182,1,0,0,0,0,0,0,1,1,1,1,19.826186999998754
00839.bpmn,false,12,0,0,0,4,1,2,2,1,25,1,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,17.77868099999614
00840.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,26.356162000010954
00841.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.42994400000316
00842.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,31.33544399999664
00843.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.622002999996766
00844.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,33.608906999987084
00845.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,28.12571300001582
00846.bpmn,true,10,0,0,1,6,1,0,0,1,21,1,3,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,15.37746300001163
00847.bpmn,false,10,0,0,1,6,1,0,0,1,21,1,3,0,0,0,1,0.1,0,0,0,,,0,,,0,0,,,0,0,15.334333000006154
00848.bpmn,false,7,0,0,0,3,1,5,5,1,14,2,0,0,3.5,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.63581599999452
00849.bpmn,false,8,0,0,0,1,3,1,1,2,14,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.045547999994596
00850.bpmn,false,8,0,0,0,3,2,0,0,1,14,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,16.719077000016114
00851.bpmn,false,0,0,4,0,1,2,0,0,1,12,2,2,0.3333333333333333,0,0,0,0,0.5,0,0,,,0,,,0,0,,,0,0,8.794889000011608
00852.bpmn,false,6,0,0,0,1,2,0,0,2,10,2,0,0,1,0,0,0,0,86,43,"0.6627906976744186,0.3372093023255814","0.16279069767441856,-0.16279069767441862",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,8.648718999989796
00853.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,28.142056999990018
00854.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.1672719999915
00855.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.07338700001128
00856.bpmn,false,10,0,0,0,3,1,0,0,1,17,1,3,0,2,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.021696000010706
00857.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,27.012962000007974
00858.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,23.434298000007402
00859.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,19.195842000015546
00860.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,9.960164999996778
00861.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,20.94205700000748
00862.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,26.722272000013618
00863.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,17.17162500001723
00864.bpmn,false,5,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.114670000009937
00865.bpmn,false,3,0,1,0,0,1,0,0,1,3,0,0,0.3333333333333333,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,3.835047999978997
00866.bpmn,false,11,0,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.18924700000207
00867.bpmn,false,11,0,0,0,4,3,0,0,2,18,2,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,18.33539200000814
00868.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.138452999992296
00869.bpmn,false,5,0,0,0,3,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.624845999991521
00870.bpmn,false,9,0,0,0,3,2,0,0,1,18,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.561478999996325
00871.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.300156999990577
00872.bpmn,false,13,0,1,0,2,2,0,0,2,17,1,4,0.058823529411764705,0,0,0,0,4,0,0,,,0,,,0,0,,,0,0,13.478834000008646
00873.bpmn,false,3,0,0,0,0,2,3,3,1,9,0,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.860015999991447
00874.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,34.100030000001425
00875.bpmn,false,8,0,0,7,0,0,0,0,0,11,0,0,0,0,0.5714285714285714,0.42857142857142855,0.375,0,0,0,,,0,,,0,0,,,0,0,10.344462000008207
00876.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.34263200001442
00877.bpmn,false,16,0,0,0,6,3,0,0,1,26,1,3,0,6,0,0,0,0,182,182,1,0,0,0,0,0,0,1,1,1,1,20.166701000009198
00878.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,28.63716400001431
00879.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,27.385948999988614
00880.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.263669000007212
00881.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.753310000000056
00882.bpmn,false,9,0,0,0,0,1,0,0,1,11,0,4,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.811662000021897
00883.bpmn,false,3,0,1,3,3,1,1,1,1,9,2,0,0.1111111111111111,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.599234999972396
00884.bpmn,false,3,0,1,3,3,1,1,1,1,9,2,0,0.1111111111111111,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,,,0,,,0,0,,,0,0,10.114620000007562
00885.bpmn,true,7,0,0,2,1,1,0,0,1,10,0,0,0,0,0.5,0.5,0.14285714285714285,0,0,0,,,0,,,0,0,,,0,0,8.359644999989541
00886.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,20.914389999990817
00887.bpmn,false,8,0,0,0,2,1,0,0,1,12,1,1,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.952570000023115
00888.bpmn,false,3,0,0,0,1,2,0,0,1,6,1,1,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.772541000013007
00889.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,16.447178000002168
00890.bpmn,true,12,0,0,0,3,4,3,3,1,22,1,2,0,1,0,0,0,0,156,156,1,0,0,0,0,0,0,1,1,1,1,25.029699000006076
00891.bpmn,false,6,0,0,0,1,1,0,0,1,9,0,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.350612000009278
00892.bpmn,false,18,1,1,16,0,0,0,0,1,15,5,0,0.06666666666666667,0.6,0.25,0.75,0.6666666666666666,0,149,29.8,"0.08053691275167785,0.2751677852348993,0.2953020134228188,0.11409395973154363,0.2348993288590604","-0.11946308724832216,0.07516778523489931,0.0953020134228188,-0.08590604026845639,0.034899328859060386",-1.1102230246251566e-17,"0,0,0,0,0","0,0,0,0,0",0,0,"1,1,1,0,0","1,2,0,0,0",0.6,0.6,20.545140000001993
00893.bpmn,false,10,0,0,0,5,1,0,0,1,19,1,6,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.010264999989886
00894.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,17.829300999990664
00895.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,26.237621999986004
00896.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.62061799998628
00897.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,10.132367999991402
00898.bpmn,false,5,0,0,0,3,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.882805000001099
00899.bpmn,false,0,0,14,1,1,2,0,0,2,19,1,3,0.7368421052631579,0,0,1,0,0.21428571428571427,0,0,,,0,,,0,0,,,0,0,13.448032999993302
00900.bpmn,false,0,0,14,1,1,2,0,0,2,19,1,3,0.7368421052631579,0,0,1,0,0.21428571428571427,0,0,,,0,,,0,0,,,0,0,13.173899999994319
00901.bpmn,false,10,0,0,2,3,2,3,3,2,20,2,3,0,3,0,1,0.2,0,142,71,"0.6197183098591549,0.38028169014084506","0.11971830985915488,-0.11971830985915494",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.500330999988364
00902.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.45634499998414
00903.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,32.677906999975676
00904.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.882222999993246
00905.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,25.29670599999372
00906.bpmn,false,3,0,2,0,3,1,2,2,1,11,0,0,0.18181818181818182,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,9.347230000013951
00907.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.63940100002219
00908.bpmn,false,1,0,1,0,1,0,0,0,0,0,5,0,0,1.6,0,0,0,0,0,0,,,0,,,0,0,,,0,0,5.285348000004888
00909.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,15.132458000007318
00910.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.934207000012975
00911.bpmn,false,4,0,0,0,1,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,18.18118400001549
00912.bpmn,false,1,0,7,0,0,1,6,6,1,10,1,0,0.7,5,0,0,0,0,76,76,1,0,0,0,0,0,0,1,1,1,1,11.927041999995708
00913.bpmn,false,4,0,0,0,2,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.276794000004884
00914.bpmn,false,12,0,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.25904800000717
00915.bpmn,false,10,0,0,0,3,3,1,1,2,17,2,2,0,1,0,0,0,0,121,60.5,"0.35537190082644626,0.6446280991735537","-0.14462809917355374,0.14462809917355368",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,18.23366700002225
00916.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.714065000007395
00917.bpmn,false,4,1,1,0,0,2,0,0,2,7,1,1,0.14285714285714285,0,0,0,0,1,0,0,,,0,,,0,0,,,0,0,6.515454999986105
00918.bpmn,false,3,0,0,0,1,1,4,4,0,7,2,0,0,1,0,0,0,0,63,31.5,"0.38095238095238093,0.6190476190476191","-0.11904761904761907,0.11904761904761907",0,"0,0","0,0",0,0,"1,1","1,1",1,1,7.552622999995947
00919.bpmn,false,9,0,0,1,2,2,3,3,2,18,2,3,0,3,0,1,0.1111111111111111,0,123,61.5,"0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756",2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,21.020936999993864
00920.bpmn,false,12,0,0,24,0,1,3,3,1,18,0,0,0,0,0,1,2,0,0,0,,,0,,,0,0,,,0,0,19.896139000018593
00921.bpmn,false,6,0,0,0,1,2,0,0,2,7,2,0,0,0.5,0,0,0,0,61,30.5,"0.819672131147541,0.18032786885245902","0.319672131147541,-0.319672131147541",0,"0,0","0,0",0,0,"1,0","0,1",0.5,0.5,8.028155000007246
00922.bpmn,false,14,0,1,1,0,1,3,3,1,24,1,1,0.041666666666666664,0,0,1,0.07142857142857142,1,0,0,,,0,,,0,0,,,0,0,20.914228000008734
00923.bpmn,false,2,0,2,0,4,1,0,0,1,11,0,0,0.18181818181818182,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.943468000012217
00924.bpmn,false,3,0,2,0,2,1,0,0,1,8,0,0,0.25,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.482543999998597
00925.bpmn,false,8,0,0,0,8,0,4,4,0,25,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,15.790889999974752
00926.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,25.606422000011662
00927.bpmn,false,3,0,0,0,1,2,0,0,2,6,3,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,6.236738999985391
00928.bpmn,false,78,0,0,0,33,9,3,3,15,144,10,5,0,2.2,0,0,0,0,984,98.4,"0.10060975609756098,0.05386178861788618,0.0741869918699187,0.14939024390243902,0.2225609756097561,0.039634146341463415,0.08536585365853659,0.0975609756097561,0.049796747967479675,0.12703252032520326","0.0006097560975609762,-0.046138211382113825,-0.025813008130081305,0.04939024390243901,0.1225609756097561,-0.06036585365853659,-0.014634146341463414,-0.0024390243902439046,-0.05020325203252033,0.027032520325203258",-2.7755575615628915e-18,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0",0,0,"2,1,1,3,5,0,3,2,1,0","4,2,1,2,2,1,1,1,3,1",1.8,1.8,107.08626899999217
00929.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,22.01036099999328
00930.bpmn,false,15,0,0,0,4,3,1,1,3,27,3,5,0,1,0,0,0,0,211,70.33333333333333,"0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445",9.25185853854297e-18,"0,0,0","0,0,0",0,0,"2,1,0","1,1,1",1,1,21.317115999991074
00931.bpmn,false,10,0,0,0,3,3,1,1,2,17,2,2,0,1,0,0,0,0,121,60.5,"0.35537190082644626,0.6446280991735537","-0.14462809917355374,0.14462809917355368",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,14.17870999997831
00932.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,36.446452000003774
00933.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,12.499294999986887
00934.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,9.941583000007086
00935.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,14.770910999999614
00936.bpmn,false,7,1,1,0,3,1,0,0,1,14,1,2,0.07142857142857142,0,0,0,0,2,0,0,,,0,,,0,0,,,0,0,9.862401999998838
00937.bpmn,false,10,0,0,0,3,3,1,1,2,17,2,2,0,1,0,0,0,0,121,60.5,"0.35537190082644626,0.6446280991735537","-0.14462809917355374,0.14462809917355368",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,14.047701999981655
00938.bpmn,false,10,0,0,0,3,3,1,1,2,17,2,2,0,1,0,0,0,0,121,60.5,"0.35537190082644626,0.6446280991735537","-0.14462809917355374,0.14462809917355368",-2.7755575615628914e-17,"0,0","0,0",0,0,"1,1","1,1",1,1,14.058997999993153
00939.bpmn,false,19,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,34.834972999989986
00940.bpmn,false,17,0,0,3,9,4,0,0,3,37,3,2,0,0.3333333333333333,0.6666666666666666,0,0,0,267,89,"0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348",3.700743415417188e-17,"0,0,0","0,0,0",0,0,"0,1,0","0,0,1",0.3333333333333333,0.3333333333333333,35.014603999996325
00941.bpmn,true,9,0,0,0,2,1,0,0,1,13,1,3,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,12.167396999982884
00942.bpmn,false,5,0,0,0,2,1,1,1,1,9,1,2,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,13.308019000018248
00943.bpmn,false,14,0,0,0,4,1,0,0,1,22,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,14.223946999991313
00944.bpmn,false,0,0,4,0,1,2,0,0,1,12,1,2,0.3333333333333333,0,0,0,0,0.5,0,0,,,0,,,0,0,,,0,0,8.834101000014925
00945.bpmn,false,8,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,7.084507999999914
00946.bpmn,false,8,0,0,0,4,1,1,1,6,16,3,3,0,2,0,0,0,0,140,46.666666666666664,"0.7928571428571428,0.11428571428571428,0.09285714285714286","0.4595238095238095,-0.21904761904761905,-0.24047619047619045",0,"0,0,0","0,0,0",0,0,"2,1,1","2,1,1",1.3333333333333333,1.3333333333333333,24.423864999989746
00947.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,9.820906000008108
00948.bpmn,false,8,0,0,0,0,2,0,0,2,10,2,0,0,2,0,0,0,0,94,47,"0.5,0.5","0,0",0,"0,0","0,0",0,0,"1,1","1,1",1,1,9.924552000011317
00949.bpmn,false,8,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,8.986980999994557
00950.bpmn,false,11,0,0,0,4,1,0,0,1,17,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,,,0,0,11.98953000002075
