"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"05876.bpmn","false","","19","0","19","0","0","3","0","0","3","12","8","0","1.5833333333333333","1.25","0","0","0","0","146","18.25","0.1506849315068493,0.1780821917808219,0.1643835616438356,0.07534246575342465,0.1232876712328767,0.07534246575342465,0.0547945205479452,0.1780821917808219","0.025684931506849307,0.05308219178082191,0.03938356164383561,-0.04965753424657535,-0.0017123287671232945,-0.04965753424657535,-0.0702054794520548,0.05308219178082191","-0.000000000000000006938893903907228","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0","0","1,2,1,0,2,1,2,1","1,2,1,1,1,1,1,1","1.25","1.125","23.117251999909058","5","5","0","3","0","0","0","0","0","0"
"05877.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.078624000074342","0","0","4","0","0","0","0","0","0","5"
"05878.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.739155999850482","0","0","0","0","0","0","0","0","0","0"
"05879.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","36.20616100006737","0","0","4","0","0","0","0","0","0","5"
"05880.bpmn","false","","19","0","19","0","0","3","0","0","3","12","8","0","1.5833333333333333","1.25","0","0","0","0","146","18.25","0.1506849315068493,0.1780821917808219,0.1643835616438356,0.07534246575342465,0.1232876712328767,0.07534246575342465,0.0547945205479452,0.1780821917808219","0.025684931506849307,0.05308219178082191,0.03938356164383561,-0.04965753424657535,-0.0017123287671232945,-0.04965753424657535,-0.0702054794520548,0.05308219178082191","-0.000000000000000006938893903907228","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0","0","1,2,1,0,2,1,2,1","1,2,1,1,1,1,1,1","1.25","1.125","14.714728000108153","5","5","0","3","0","0","0","0","0","0"
"05881.bpmn","false","","19","0","19","0","0","3","0","0","3","12","8","0","1.5833333333333333","1.25","0","0","0","0","146","18.25","0.1506849315068493,0.1780821917808219,0.1643835616438356,0.07534246575342465,0.1232876712328767,0.07534246575342465,0.0547945205479452,0.1780821917808219","0.025684931506849307,0.05308219178082191,0.03938356164383561,-0.04965753424657535,-0.0017123287671232945,-0.04965753424657535,-0.0702054794520548,0.05308219178082191","-0.000000000000000006938893903907228","0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0","0","0","1,2,1,0,2,1,2,1","1,2,1,1,1,1,1,1","1.25","1.125","23.07616399996914","5","5","0","3","0","0","0","0","0","0"
"05882.bpmn","false","","9","0","9","2","0","0","0","0","1","9","2","0","1","0","1","0","0","0","0","0","","","0","","","0","0","","","0","0","6.930651000002399","2","1","1","1","0","0","0","1","0","0"
"05883.bpmn","true","Banking","19","0","19","1","5","4","1","1","4","34","4","5","0.5588235294117647","0.75","0","1","0.05263157894736842","0.2631578947368421","268","67","0.48134328358208955,0.19776119402985073,0.10820895522388059,0.2126865671641791","0.23134328358208955,-0.052238805970149266,-0.14179104477611942,-0.03731343283582089","-0.000000000000000006938893903907228","0,0,0,0","0,0,0,0","0","0","2,1,0,0","1,1,1,0","0.75","0.75","22.550889999838546","0","0","4","0","0","0","0","0","0","0"
"05884.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","26.09342100005597","0","0","1","0","0","0","1","0","0","0"
"05885.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","12.212689999956638","0","0","0","0","0","0","0","0","0","0"
"05886.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.03376100002788","0","0","0","0","0","0","0","0","0","0"
"05887.bpmn","false","","3","3","6","0","3","1","0","0","1","6","1","1","1","0","0","0","0","0.16666666666666666","0","0","","","0","","","0","0","","","0","0","6.79208100005053","3","3","0","4","0","0","0","0","0","0"
"05888.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","34.90707900002599","0","0","4","0","0","0","0","0","0","5"
"05889.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","27.341843999922276","0","0","4","0","0","0","0","0","0","5"
"05890.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","30.594485000008717","0","0","3","0","0","0","0","0","0","0"
"05891.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.828672000207007","0","0","1","0","0","0","1","0","0","0"
"05892.bpmn","false","","5","0","5","0","1","4","2","2","1","13","1","2","0.38461538461538464","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","11.567800999851897","0","0","0","0","0","0","1","3","0","0"
"05893.bpmn","false","","4","0","4","0","0","4","1","1","1","9","1","2","0.4444444444444444","0","0","0","0","0.5","0","0","","","0","","","0","0","","","0","0","19.280155000044033","0","0","0","0","0","0","0","3","0","0"
"05894.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.11026300000958","0","0","1","0","0","0","1","0","0","0"
"05895.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.79802199988626","0","0","0","0","0","0","0","0","0","0"
"05896.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.43553199991584","0","0","1","0","0","0","1","0","0","0"
"05897.bpmn","false","","3","0","11","0","0","0","0","0","0","9","1","1","1.2222222222222223","0","0","0","0","0.09090909090909091","0","0","","","0","","","0","0","","","0","0","10.30139599996619","1","1","1","2","0","0","0","1","0","0"
"05898.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.047562999883667","0","0","1","0","0","0","1","0","0","0"
"05899.bpmn","false","","39","0","39","1","0","0","0","0","0","40","1","1","0.975","0","0","1","0.02564102564102564","0.02564102564102564","0","0","","","0","","","0","0","","","0","0","35.61988200014457","1","1","3","0","0","0","0","5","0","0"
"05900.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.954548000125214","0","0","1","0","0","0","1","0","0","0"
"05901.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","12.248600000049919","0","0","0","0","0","0","0","0","0","0"
"05902.bpmn","false","","2","0","2","0","0","0","2","2","0","1","0","0","2","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","2.025235999841243","1","1","0","1","0","0","0","0","0","0"
"05903.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","24.47627400001511","0","0","1","0","0","0","1","0","0","0"
"05904.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.067510999972","0","0","1","0","0","0","1","0","0","0"
"05905.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.96261000004597","0","0","1","0","0","0","1","0","0","0"
"05906.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","26.526230999967083","0","0","1","0","0","0","1","0","0","0"
"05907.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.735525999916717","0","0","0","0","0","0","0","0","0","0"
"05908.bpmn","false","","7","0","7","0","0","1","0","0","1","8","1","2","0.875","0","0","0","0","0.2857142857142857","0","0","","","0","","","0","0","","","0","0","6.851048999931663","0","0","0","0","0","0","0","0","0","0"
"05909.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.060279000084847","0","0","1","0","0","0","1","0","0","0"
"05910.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","26.02136900019832","0","0","1","0","0","0","1","0","0","0"
"05911.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.573978000087664","0","0","0","0","0","0","0","0","0","0"
"05912.bpmn","false","","23","0","23","15","3","0","3","3","7","30","3","9","0.7666666666666667","0.6666666666666666","0.5333333333333333","0.4","0.2608695652173913","0.391304347826087","299","99.66666666666667","0.38461538461538464,0.3277591973244147,0.28762541806020064","0.05128205128205132,-0.005574136008918595,-0.04570791527313267","0.00000000000000001850371707708594","0,0,0","0,0,0","0","0","1,0,1","1,0,1","0.6666666666666666","0.6666666666666666","39.76810400001705","3","0","1","4","1","0","0","0","0","0"
"05913.bpmn","false","","23","0","23","15","3","0","3","3","7","30","3","9","0.7666666666666667","0.6666666666666666","0.5333333333333333","0.4","0.2608695652173913","0.391304347826087","299","99.66666666666667","0.38461538461538464,0.3277591973244147,0.28762541806020064","0.05128205128205132,-0.005574136008918595,-0.04570791527313267","0.00000000000000001850371707708594","0,0,0","0,0,0","0","0","1,0,1","1,0,1","0.6666666666666666","0.6666666666666666","26.17988399998285","3","0","1","4","1","0","0","0","0","0"
"05914.bpmn","false","","23","0","23","15","3","0","3","3","7","30","3","9","0.7666666666666667","0.6666666666666666","0.5333333333333333","0.4","0.2608695652173913","0.391304347826087","299","99.66666666666667","0.38461538461538464,0.3277591973244147,0.28762541806020064","0.05128205128205132,-0.005574136008918595,-0.04570791527313267","0.00000000000000001850371707708594","0,0,0","0,0,0","0","0","1,0,1","1,0,1","0.6666666666666666","0.6666666666666666","39.36477300012484","3","0","1","4","1","0","0","0","0","0"
"05915.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.18390699988231","0","0","0","0","0","0","0","0","0","0"
"05916.bpmn","false","","6","1","8","0","1","1","0","0","1","9","0","0","0.8888888888888888","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.837248999858275","2","2","1","2","0","0","0","1","0","0"
"05917.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.239672999829054","0","0","0","0","0","0","0","0","0","0"
"05918.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","29.299325000029057","0","0","1","0","0","0","1","0","0","0"
"05919.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.999073999933898","0","0","1","0","0","0","1","0","0","0"
"05920.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.293149000033736","0","0","0","0","0","0","0","0","0","0"
"05921.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.177381000015885","0","0","0","0","0","0","0","0","0","0"
"05922.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","25.526223999913782","0","0","4","0","0","0","0","0","0","5"
"05923.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.239687999943271","0","0","0","0","0","0","0","0","0","0"
"05924.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","29.550985999871045","0","0","1","0","0","0","1","0","0","0"
"05925.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.29558000015095","0","0","4","0","0","0","0","0","0","5"
