"fileName","modelIsValidBPMN","applicationDomain","modelTNT","modelTNCS","modelTNA","modelTNDO","modelTNG","modelTNEE","modelTNIE","modelTNSE","modelTNE","modelTNSF","modelNP","modelNL","modelCLA","modelCLP","modelPDOPin","modelPDOPout","modelPDOTOut","modelPLT","tapeGU","tapeALU","tapeRLU","tapeLUB","tapeAvgLUB","tapeDI","tapeDD","tapeAvgDI","tapeAvgDD","tapeMI","tapeMD","tapeAvgMI","tapeAvgMD","tapeExecutionTimeMs","endEventRequiredErrors","startEventRequiredErrors","fakeJoinErrors","noDisconnectedErrors","superfluousGatewayErrors","subProcessBlankStartEventErrors","noGatewayJoinForkErrors","noImplicitSplitErrors","noInclusiveGatewayErrors","conditionalFlowErrors"
"01548.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","44.02493700000923","0","0","3","0","0","0","0","0","0","0"
"01549.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","39.009198000014294","0","0","4","0","0","0","0","0","0","5"
"01550.bpmn","false","","53","0","53","1","10","2","0","0","1","78","1","9","0.6794871794871795","0","0","1","0.018867924528301886","0.16981132075471697","0","0","","","0","","","0","0","","","0","0","231.10746400000062","0","0","9","0","0","0","3","4","0","0"
"01551.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.99052000005031","0","0","3","0","0","0","0","0","0","0"
"01552.bpmn","false","","11","0","11","0","4","2","0","0","1","19","0","0","0.5789473684210527","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","21.086097999999765","0","0","0","2","0","0","0","1","0","0"
"01553.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","25.63036499998998","0","0","4","0","0","0","0","0","0","5"
"01554.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","28.65276199998334","0","0","3","0","0","0","0","0","0","0"
"01555.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.269603999971878","0","0","1","0","0","0","1","0","0","0"
"01556.bpmn","false","","11","0","11","0","2","1","2","2","1","18","2","2","0.6111111111111112","0","0","0","0","0.18181818181818182","0","0","","","0","","","0","0","","","0","0","13.296351000026334","1","1","1","0","0","0","0","0","0","0"
"01557.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","28.493934999976773","0","0","3","0","0","0","0","0","0","0"
"01558.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.489493000030052","0","0","1","0","0","0","1","0","0","0"
"01559.bpmn","false","","6","0","6","0","1","0","0","0","1","9","3","0","0.6666666666666666","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.734641999995802","3","2","0","0","0","0","0","0","0","0"
"01560.bpmn","false","","9","0","9","1","2","2","3","3","2","19","2","3","0.47368421052631576","3","0","1","0.1111111111111111","0.3333333333333333","126","63","0.5714285714285714,0.42857142857142855","0.0714285714285714,-0.07142857142857145","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","22.5429980000481","0","0","2","0","0","0","1","0","0","0"
"01561.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","27.9161159999785","0","0","4","0","0","0","0","0","0","5"
"01562.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","22.562039000040386","0","0","1","0","0","0","1","0","0","0"
"01563.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.624611000006553","0","0","1","0","0","0","1","0","0","0"
"01564.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","11.051995999994688","0","0","0","0","0","0","0","0","0","0"
"01565.bpmn","false","","5","0","5","0","1","0","0","0","1","5","2","0","1","1","0","0","0","0","45","22.5","0.7555555555555555,0.24444444444444444","0.25555555555555554,-0.25555555555555554","0","0,0","0,0","0","0","1,1","1,1","1","1","5.759269999980461","2","1","0","0","0","0","0","0","0","0"
"01566.bpmn","true","Customer Service","8","0","8","0","4","2","3","3","2","18","2","4","0.4444444444444444","4.5","0","0","0","0.5","0","0","","","0","","","0","0","","","0","0","21.117059000011068","0","0","2","0","0","0","0","0","0","0"
"01567.bpmn","false","","8","0","8","1","2","4","4","4","2","16","2","3","0.5","2.5","0","1","0.125","0.375","145","72.5","0.3586206896551724,0.6413793103448275","-0.1413793103448276,0.14137931034482754","-0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.48846299998695","0","0","0","1","0","0","0","1","0","1"
"01568.bpmn","false","","2","0","2","0","4","4","1","1","1","11","0","0","0.18181818181818182","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","8.633731000008993","0","0","1","1","0","0","0","1","0","0"
"01569.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","25.777256999979727","0","0","3","0","0","0","0","0","0","0"
"01570.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","21.759490000025835","0","0","3","0","0","0","0","0","0","0"
"01571.bpmn","true","","4","0","4","0","3","1","0","0","1","10","0","1","0.4","0","0","0","0","0.25","0","0","","","0","","","0","0","","","0","0","7.035042000003159","0","0","2","0","0","0","0","0","0","0"
"01572.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","22.97864099999424","0","0","1","0","0","0","1","0","0","0"
"01573.bpmn","true","","7","0","7","0","1","1","0","0","1","10","1","3","0.7","0","0","0","0","0.42857142857142855","0","0","","","0","","","0","0","","","0","0","7.906189000001177","0","0","1","0","0","0","0","0","0","0"
"01574.bpmn","false","","14","0","14","0","0","3","1","1","2","17","3","0","0.8235294117647058","1.6666666666666667","0","0","0","0","0","0","","","0","","","0","0","","","0","0","14.098267000052147","0","1","0","0","0","0","0","0","0","0"
"01575.bpmn","false","","15","0","15","0","0","1","0","0","1","16","1","0","0.9375","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","11.121677999966778","0","0","0","0","0","0","0","0","0","0"
"01576.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","17.299798999971244","0","0","0","0","0","0","0","0","0","0"
"01577.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.799357999989297","0","0","0","0","0","0","0","0","0","0"
"01578.bpmn","true","","3","0","3","0","2","1","2","2","1","10","0","0","0.3","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.56578400003491","0","0","2","0","0","0","0","0","0","0"
"01579.bpmn","true","","2","0","2","0","4","4","0","0","1","11","0","0","0.18181818181818182","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","8.441159999987576","0","0","1","0","0","0","0","0","0","0"
"01580.bpmn","false","","10","0","10","6","0","0","0","0","0","9","0","0","1.1111111111111112","0","0.5","0.5","0.3","0","0","0","","","0","","","0","0","","","0","0","9.501141000015195","1","1","0","0","0","0","0","2","0","0"
"01581.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.6666666666666666","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","1,1,0","0,1,1","0.6666666666666666","0.6666666666666666","31.366634000034537","0","0","4","0","0","0","0","0","0","5"
"01582.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.918757000006735","0","0","3","0","0","0","0","0","0","0"
"01583.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","21.02810200001113","0","0","1","0","0","0","1","0","0","0"
"01584.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","26.370249999978114","0","0","4","0","0","0","0","0","0","5"
"01585.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","21.340595000016037","0","0","1","0","0","0","1","0","0","0"
"01586.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.587582000007387","0","0","1","0","0","0","1","0","0","0"
"01587.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","15.944547999999486","0","0","1","0","0","0","1","0","0","0"
"01588.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","20.662636999972165","0","0","1","0","0","0","1","0","0","0"
"01589.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","5.805642999999691","0","0","0","0","0","0","0","0","0","0"
"01590.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.75130399997579","0","0","3","0","0","0","0","0","0","0"
"01591.bpmn","true","Gastronomy","9","0","9","0","2","2","3","3","2","17","2","3","0.5294117647058824","3","0","0","0","0.3333333333333333","117","58.5","0.5384615384615384,0.46153846153846156","0.038461538461538436,-0.038461538461538436","0","0,0","0,0","0","0","1,1","1,1","1","1","25.35010300000431","0","0","1","0","0","0","0","0","0","0"
"01592.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","23.490148000011686","0","0","1","0","0","0","1","0","0","0"
"01593.bpmn","false","","27","1","28","8","11","7","18","18","5","67","13","3","0.417910447761194","1.3076923076923077","0.375","0.625","0.18518518518518517","0.10714285714285714","0","0","","","0","","","0","0","","","0","0","56.60985999996774","10","9","3","0","0","0","0","0","0","0"
"01594.bpmn","false","","27","1","28","8","11","7","18","18","5","67","13","3","0.417910447761194","1.3076923076923077","0.375","0.625","0.18518518518518517","0.10714285714285714","0","0","","","0","","","0","0","","","0","0","63.94075100001646","10","9","3","0","0","0","0","0","0","0"
"01595.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.383720999991056","0","0","0","0","0","0","0","0","0","0"
"01596.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","25.984660999965854","0","0","4","0","0","0","0","0","0","5"
"01597.bpmn","false","","4","1","5","0","3","0","1","1","2","8","2","3","0.625","2","0","0","0","0.6","64","32","0.1875,0.8125","-0.3125,0.3125","0","0,0","0,0","0","0","1,1","1,1","1","1","10.751925999997184","3","1","0","3","0","0","0","0","0","0"
"01598.bpmn","false","","8","0","8","0","2","2","0","0","2","14","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","12.353195000032429","0","0","2","0","0","0","0","0","0","0"
"01599.bpmn","false","","4","0","4","0","2","1","0","0","1","6","2","0","0.6666666666666666","1","0","0","0","0","50","25","0.92,0.08","0.42000000000000004,-0.42","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","6.692795000039041","1","1","0","1","0","0","0","0","0","0"
"01600.bpmn","false","","18","0","18","1","0","0","2","2","0","12","3","0","1.5","0","0","1","0.05555555555555555","0","0","0","","","0","","","0","0","","","0","0","13.001808999979403","3","3","0","6","0","0","0","2","0","0"
"01601.bpmn","true","","16","0","16","0","6","3","0","0","1","26","1","3","0.6153846153846154","6","0","0","0","0.1875","182","182","1","0","0","0","0","0","0","1","1","1","1","27.288329000002705","0","0","2","0","0","0","0","0","0","0"
"01602.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.534794999985024","0","0","0","0","0","0","0","0","0","0"
"01603.bpmn","false","","5","0","5","0","5","1","0","0","1","14","1","2","0.35714285714285715","0","0","0","0","0.4","0","0","","","0","","","0","0","","","0","0","9.870095000020228","0","0","0","0","0","0","0","0","0","0"
"01604.bpmn","false","Banking","7","0","7","0","4","2","2","2","2","17","2","0","0.4117647058823529","1.5","0","0","0","0","115","57.5","0.2782608695652174,0.7217391304347827","-0.2217391304347826,0.22173913043478266","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","13.088205999985803","0","0","0","0","0","0","0","0","0","0"
"01605.bpmn","false","","9","0","9","0","3","0","2","2","1","14","2","2","0.6428571428571429","2.5","0","0","0","0.2222222222222222","0","0","","","0","","","0","0","","","0","0","12.499479999998584","2","1","0","0","0","0","0","0","0","0"
"01606.bpmn","false","","8","0","8","0","3","0","2","2","1","13","2","2","0.6153846153846154","2.5","0","0","0","0.25","0","0","","","0","","","0","0","","","0","0","11.184164999984205","2","1","0","0","0","0","0","0","0","0"
"01607.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.481520999979693","0","0","3","0","0","0","0","0","0","0"
"01608.bpmn","false","","11","0","11","9","0","0","0","0","1","8","2","3","1.375","0","0.4444444444444444","0.5555555555555556","0.45454545454545453","0.2727272727272727","0","0","","","0","","","0","0","","","0","0","12.479172000021208","2","1","0","2","0","0","0","1","0","0"
"01609.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.36460500000976","0","0","3","0","0","0","0","0","0","0"
"01610.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","27.144411999965087","0","0","3","0","0","0","0","0","0","0"
"01611.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","5.946057999972254","0","0","0","0","0","0","0","0","0","0"
"01612.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","21.869336000003386","0","0","3","0","0","0","0","0","0","0"
"01613.bpmn","false","","4","0","4","0","1","2","0","0","1","7","0","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.08118999999715","0","0","0","0","0","0","0","0","0","0"
"01614.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","32.70438499999","0","0","4","0","0","0","0","0","0","5"
"01615.bpmn","false","","5","0","5","0","4","3","0","0","1","13","0","0","0.38461538461538464","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.390751000028104","0","0","0","0","0","0","0","0","0","0"
"01616.bpmn","false","","5","0","5","0","4","3","0","0","1","13","0","0","0.38461538461538464","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","9.835978000017349","0","0","0","0","0","0","0","0","0","0"
"01617.bpmn","false","","53","0","53","1","8","2","0","0","1","74","1","9","0.7162162162162162","0","0","1","0.018867924528301886","0.16981132075471697","0","0","","","0","","","0","0","","","0","0","54.40978200000245","0","0","8","0","0","0","2","5","0","0"
"01618.bpmn","false","","12","0","12","0","3","1","0","0","2","21","4","0","0.5714285714285714","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","21.121576000005007","3","2","4","0","0","0","0","1","0","0"
"01619.bpmn","false","","6","0","6","0","1","2","0","0","1","7","0","0","0.8571428571428571","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","6.541805999993812","0","0","0","1","0","0","0","0","0","0"
"01620.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.383980000042357","0","0","0","0","0","0","0","0","0","0"
"01621.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","26.885238999966532","0","0","3","0","0","0","0","0","0","0"
"01622.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","16.009482000023127","0","0","1","0","0","0","1","0","0","0"
"01623.bpmn","false","","17","0","17","3","9","4","0","0","3","37","3","2","0.4594594594594595","0.3333333333333333","0.6666666666666666","0","0","0.11764705882352941","267","89","0.6928838951310862,0.23220973782771537,0.0749063670411985","0.35955056179775285,-0.10112359550561795,-0.2584269662921348","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","0,1,0","0,0,1","0.3333333333333333","0.3333333333333333","27.064987999969162","0","0","4","0","0","0","0","0","0","5"
"01624.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.916422000038438","0","0","3","0","0","0","0","0","0","0"
"01625.bpmn","true","","15","0","15","0","4","3","1","1","3","27","3","5","0.5555555555555556","1","0","0","0","0.3333333333333333","211","70.33333333333333","0.6113744075829384,0.25118483412322273,0.13744075829383887","0.27804107424960506,-0.08214849921011058,-0.19589257503949445","0.00000000000000000925185853854297","0,0,0","0,0,0","0","0","2,1,0","1,1,1","1","1","20.84838199999649","0","0","3","0","0","0","0","0","0","0"
"01626.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","21.957125000015367","0","0","1","0","0","0","1","0","0","0"
"01627.bpmn","false","","8","0","8","0","2","0","6","6","1","8","5","0","1","1.6","0","0","0","0","0","0","","","0","","","0","0","","","0","0","11.719306999992114","5","4","0","3","0","0","0","0","0","0"
"01628.bpmn","false","","3","0","3","0","4","1","0","0","1","10","0","0","0.3","0","0","0","0","0","0","0","","","0","","","0","0","","","0","0","7.277625999995507","0","0","0","0","0","0","0","0","0","0"
"01629.bpmn","false","","8","0","8","0","0","2","0","0","2","10","2","0","0.8","2","0","0","0","0","94","47","0.5,0.5","0,0","0","0,0","0,0","0","0","1,1","1,1","1","1","10.035575999994762","0","0","0","0","0","0","0","0","0","0"
"01630.bpmn","false","","9","0","9","0","2","2","3","3","2","21","2","3","0.42857142857142855","3","0","0","0","0.3333333333333333","137","68.5","0.6058394160583942,0.39416058394160586","0.1058394160583942,-0.10583941605839414","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","22.967928000027314","0","0","2","2","0","0","1","0","0","0"
"01631.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.085246999980882","0","0","1","0","0","0","1","0","0","0"
"01632.bpmn","false","","9","0","9","1","2","2","3","3","2","18","2","3","0.5","3","0","1","0.1111111111111111","0.3333333333333333","123","61.5","0.5609756097560976,0.43902439024390244","0.060975609756097615,-0.06097560975609756","0.000000000000000027755575615628914","0,0","0,0","0","0","1,1","1,1","1","1","17.190868000034243","0","0","1","0","0","0","1","0","0","0"
"01633.bpmn","false","","9","0","10","0","2","2","0","0","2","17","1","2","0.5882352941176471","0","0","0","0","0.2","0","0","","","0","","","0","0","","","0","0","11.692670999967959","0","0","2","0","0","0","0","0","0","0"
"01634.bpmn","false","","10","1","11","0","0","1","0","0","1","12","1","2","0.9166666666666666","0","0","0","0","0.18181818181818182","0","0","","","0","","","0","0","","","0","0","9.947587999980897","1","1","0","0","0","0","0","0","0","0"
"01635.bpmn","false","","7","0","7","1","1","2","1","1","1","11","0","3","0.6363636363636364","0","1","0","0","0.42857142857142855","0","0","","","0","","","0","0","","","0","0","10.305151999986265","0","0","0","0","0","0","0","0","0","0"
"01636.bpmn","false","","12","0","12","0","0","2","0","0","3","13","3","0","0.9230769230769231","2","0","0","0","0","123","41","0.3821138211382114,0.3821138211382114,0.23577235772357724","0.04878048780487809,0.04878048780487809,-0.09756097560975607","0.00000000000000003700743415417188","0,0,0","0,0,0","0","0","1,2,0","1,1,1","1","1","12.544926000002306","1","0","0","1","0","0","0","0","0","0"
"01637.bpmn","true","","16","0","16","0","6","3","0","0","1","26","1","3","0.6153846153846154","6","0","0","0","0.1875","182","182","1","0","0","0","0","0","0","1","1","1","1","19.568649999971967","0","0","2","0","0","0","0","0","0","0"
